depth,Year ,BPice,calB,Piceerr,ca,lBPgas,ca,
2367.75,265910,0,2976.23,262690,0,2674.9,6 0.0184,0.1889  49.11
2369.4,266385,0,3097.93,263344,0,2685.6,1 0.0176,0.1888  48.99
2371.05,266882,0,3170.04,263925,0,2807.3,6 0.0173,0.1889  49.27
2372.7,267389,0,3226.72,264470,0,2867.6,7 0.0166,0.1888  51.11
2374.35,267915,0,3290.64,264922,0,2925.1,8 0.0164,0.1889  50.50
2376,268447,0,3388.15,265499,0,2970.3,7 0.0150,0.1889  52.11
2377.65,269029,0,3439.09,265926,0,2976.4,7 0.0158,0.1889  52.97
2379.3,269581,0,3468.13,266355,0,3093.1,0 0.0148,0.1887  55.19
2380.95,270170,0,3497.99,266727,0,3152.5,5 0.0154,0.1886  54.23
2382.6,270738,0,3526.49,267288,0,3215.6,5 0.0151,0.1883  53.83
2384.25,271320,0,3516.57,267840,0,3276.4,3 0.0147,0.1880  53.13
2385.9,271916,0,3503.41,268418,0,3385.5,9 0.0149,0.1880  52.33
2387.55,272503,0,3502.89,269050,0,3440.9,5 0.0146,0.1879  50.86
2389.2,273103,0,3459.32,269704,0,3474.4,2 0.0144,0.1878  51.61
2390.85,273715,0,3404.31,270242,0,3501.6,1 0.0142,0.1876  50.89
2392.5,274335,0,3374.37,270863,0,3532.7,6 0.0143,0.1875  51.16
2394.15,274951,0,3314.67,271430,0,3512.6,7 0.0145,0.1875  50.70
2395.8,275560,0,3234.47,272056,0,3500.7,4 0.0146,0.1872  50.39
2397.45,276162,0,3173.2,272673,0,3503.7,1 0.0147,0.1873  50.77
2399.1,276761,0,3103.79,273248,0,3444.3,9 0.0153,0.1868  49.75
2400.75,277340,0,2993.87,273943,0,3384.8,0 0.0149,0.1869  49.62
2402.4,277932,0,2835.17,274570,0,3368.1,2 0.0144,0.1867  49.65
2404.05,278544,0,2844.82,275184,0,3282,7 0.0156,0.1866  49.77
2405.7,279109,0,2823.4,275783,0,3206.1,5 0.0144,0.1864  49.87
2407.35,279722,0,2744.3,276382,0,3154.1,3 0.0149,0.1863  50.53
2409,280316,0,2663.59,276932,0,3081.1,8 0.0152,0.1861  50.65
2410.65,280901,0,2640.14,277510,0,2957.5,6 0.0173,0.1860  51.77
2412.3,281412,0,2679.73,278031,0,2806.3,5 0.0164,0.1858  50.89
2413.95,281954,0,2723.76,278697,0,2856.3,3 0.0154,0.1856  51.27
2415.6,282532,0,2722.37,279252,0,2811.9,5 0.0163,0.1854  52.57
2417.25,283079,0,2714.03,279778,0,2736.2,6 0.0167,0.1852  51.82
2418.9,283613,0,2696.49,280424,0,2649.1,1 0.0171,0.1848  51.99
2420.55,284135,0,2685,280992,0,2638.4,3 0.0174,0.1843  53.74
2422.2,284651,0,2685.51,281410,0,2679.5,4 0.0176,0.1838  55.05
2423.85,285161,0,2654.65,281883,0,2723.9,3 0.0176,0.1835  53.45
2425.5,285671,0,2633.45,282562,0,2722.2,9 0.0175,0.1827  52.98
2427.15,286186,0,2637.76,283150,0,2712.9,0 0.0182,0.1820  53.88
2428.8,286685,0,2610.66,283643,0,2695.4,6 0.0189,0.1813  54.37
2430.45,287166,0,2583.29,284149,0,2684.7,2 0.0186,0.1809  55.01
2432.1,287656,0,2561.79,284635,0,2686.4,4 0.0189,0.1804  54.88
2433.75,288140,0,2560.98,285162,0,2654.6,0 0.0201,0.1801  55.29
2435.4,288597,0,2596.63,285652,0,2633.3,0 0.0196,0.1794  54.95
2437.05,289067,0,2632.15,286198,0,2637.8,7 0.0198,0.1789  55.79
2438.7,289533,0,2621.49,286661,0,2612,5 0.0199,0.1780  56.15
2440.35,289999,0,2663.96,287139,0,2584.5,2 0.0217,0.1776  56.13
2442,290428,0,2685.49,287637,0,2561.8,3 0.0209,0.1767  56.09
2443.65,290874,0,2793.68,288138,0,2560.7,7 0.0209,0.1760  56.73
2445.3,291323,0,2823.98,288573,0,2594.7,1 0.0187,0.1753  56.93
2446.95,291827,0,2847.92,289045,0,2632.6,6 0.0185,0.1744  56.44
2448.6,292338,0,2840.19,289550,0,2621.1,1 0.0174,0.1734  56.07
2450.25,292884,0,2888.95,290046,0,2668.4,2 0.0173,0.1724  56.95
2451.9,293437,0,2960.73,290450,0,2686.4,7 0.0160,0.1715  58.14
2453.55,294037,0,3015.55,290854,0,2792.3,7 0.0165,0.1705  57.18
2455.2,294623,0,3043.07,291368,0,2827,5 0.0162,0.1694  55.68
2456.85,295225,0,3017.18,291972,0,2854.5,0 0.0173,0.1683  55.31
2458.5,295791,0,3006.87,292533,0,2832.5,5 0.0191,0.1675  54.32
2460.15,296306,0,3031.64,293152,0,2932,7 0.0171,0.1663  54.01
2461.8,296887,0,3026.61,293770,0,2994.2,6 0.0170,0.1654  52.51
2463.45,297474,0,3050.97,294468,0,3050,2 0.0160,0.1640  53.02
2465.1,298103,0,3056.7,295062,0,3023.2,8 0.0172,0.1628  52.21
2466.75,298691,0,3018.97,295704,0,2999.2,2 0.0174,0.1616  53.91
2468.4,299277,0,2958.29,296162,0,3039.8,2 0.0186,0.1603  56.13
2470.05,299830,0,2921.83,296623,0,3013.7,4 0.0186,0.1591  53.77
2471.7,300389,0,2884.34,297366,0,3049.9,9 0.0169,0.1578  52.17
2473.35,301006,0,2799.49,298110,0,3056.7,5 0.0166,0.1564  52.50
2475,301641,0,2750.04,298705,0,3018,7 0.0179,0.1551  53.98
2476.65,302236,0,2713.81,299234,0,2961.1,5 0.0186,0.1537  54.25
2478.3,302812,0,2696,299800,0,2923.4,7 0.0190,0.1524  55.76
2479.95,303381,0,2690.34,300304,0,2896.1,2 0.0197,0.1511  55.04
2481.6,303935,0,2629.91,300981,0,2801.3,9 0.0198,0.1497  52.78
2483.25,304492,0,2578.4,301766,0,2740.3,1 0.0211,0.1484  53.41
2484.9,305020,0,2513.51,302348,0,2707.4,8 0.0190,0.1470  54.57
2486.55,305611,0,2472.77,302890,0,2694,6 0.0183,0.1457  55.64
2488.2,306231,0,2367.89,303428,0,2689.9,8 0.0164,0.1445  56.11
2489.85,306929,0,2291.56,303984,0,2624.1,0 0.0168,0.1430  56.45
2491.5,307615,0,2242.27,304549,0,2573.3,0 0.0172,0.1415  57.61
2493.15,308291,0,2215.07,305054,0,2509.1,5 0.0169,0.1401  57.96
2494.8,308986,0,2181.09,305659,0,2469.6,3 0.0161,0.1383  57.26
2496.45,309726,0,2135.65,306371,0,2343,4 0.0162,0.1368  54.87
2498.1,310471,0,2111.68,307239,0,2262.9,5 0.0167,0.1352  56.17
2499.75,311202,0,2112.23,307883,0,2227.5,6 0.0164,0.1337  57.30
2501.4,311955,0,2101.55,308539,0,2207.5,2 0.0167,0.1322  57.03
2503.05,312701,0,2078.5,309304,0,2162.3,4 0.0178,0.1308  56.82
2504.7,313409,0,2071.71,310096,0,2112.2,8 0.0195,0.1296  57.26
2506.35,314060,0,2071.1,310839,0,2111,8 0.0197,0.1287  58.82
2508,314712,0,2074.61,311511,0,2113.2,1 0.0204,0.1279  60.53
2509.65,315345,0,2073.58,312184,0,2095.5,3 0.0205,0.1272  60.52
2511.3,315978,0,2076.33,312938,0,2070.6,5 0.0228,0.1267  59.96
2512.95,316550,0,2120.58,313668,0,2072.2,9 0.0244,0.1262  59.42
2514.6,317086,0,2170.98,314356,0,2070.2,0 0.0217,0.1257  58.92
2516.25,317692,0,2190.27,315036,0,2078.6,3 0.0209,0.1254  58.70
2517.9,318322,0,2216.36,315687,0,2068,2 0.0207,0.1251  58.72
2519.55,318958,0,2236.97,316291,0,2085.2,5 0.0187,0.1247  58.66
2521.2,319666,0,2248.32,316853,0,2162,5 0.0190,0.1246  59.32
2522.85,320365,0,2258.42,317402,0,2183,7 0.0192,0.1245  60.16
2524.5,321055,0,2266.64,317981,0,2197.4,4 0.0200,0.1242  61.08
2526.15,321721,0,2277.73,318579,0,2230.6,5 0.0214,0.1241  61.86
2527.8,322343,0,2297.64,319205,0,2241,7 0.0225,0.1239  60.95
2529.45,322936,0,2316.95,319962,0,2252.9,6 0.0230,0.1238  59.65
2531.1,323517,0,2336.74,320727,0,2263.3,2 0.0242,0.1237  59.17
2532.75,324067,0,2355.48,321430,0,2270.4,2 0.0246,0.1239  60.07
2534.4,324608,0,2344.89,322026,0,2285.4,2 0.0255,0.1240  61.05
2536.05,325130,0,2354.45,322589,0,2307,9 0.0266,0.1243  62.05
2537.7,325628,0,2362.85,323125,0,2322.3,2 0.0279,0.1244  63.08
2539.35,326104,0,2385.59,323652,0,2341.7,0 0.0272,0.1249  63.87
2541,326590,0,2396.2,324158,0,2358.4,7 0.0282,0.1252  64.78
2542.65,327058,0,2403.74,324652,0,2343.5,6 0.0298,0.1255  65.92
2544.3,327500,0,2415.24,325122,0,2354.3,4 0.0302,0.1260  66.48
2545.95,327933,0,2433.32,325590,0,2360.9,3 0.0298,0.1265  66.19
2547.6,328371,0,2448.07,326069,0,2384.8,1 0.0296,0.1269  65.97
2549.25,328810,0,2475.85,326554,0,2395.6,5 0.0305,0.1273  66.01
2550.9,329236,0,2489.78,327016,0,2402.7,4 0.0313,0.1277  66.35
2552.55,329649,0,2490.26,327439,0,2412.5,9 0.0302,0.1283  66.39
2554.2,330074,0,2506.86,327862,0,2431.2,4 0.0318,0.1284  65.81
2555.85,330478,0,2515.69,328319,0,2444.6,3 0.0298,0.1286  64.93
2557.5,330910,0,2519.63,328783,0,2474.9,6 0.0296,0.1289  64.00
2559.15,331342,0,2528.84,329236,0,2489.7,9 0.0303,0.1291  63.26
2560.8,331764,0,2521.57,329670,0,2490.2,8 0.0311,0.1294  62.54
2562.45,332174,0,2548.06,330114,0,2508.4,7 0.0296,0.1297  61.67
2564.1,332603,0,2579.73,330545,0,2517,1 0.0285,0.1299  60.73
2565.75,333048,0,2588.71,331004,0,2520.3,0 0.0290,0.1303  60.22
2567.4,333485,0,2579.81,331445,0,2531.4,5 0.0320,0.1305  62.50
2569.05,333881,0,2566.97,331787,0,2520.8,3 0.0347,0.1306  65.18
2570.7,334244,0,2549.41,332109,0,2542,7 0.0378,0.1308  66.75
2572.35,334578,0,2535,332479,0,2575.9,4 0.0379,0.1308  65.73
2574,334912,0,2521.36,332955,0,2590.4,9 0.0406,0.1307  64.69
2575.65,335223,0,2525.53,333431,0,2581.4,0 0.0393,0.1306  64.93
2577.3,335544,0,2534.03,333826,0,2569.7,9 0.0395,0.1304  65.77
2578.95,335864,0,2547.96,334172,0,2551.8,6 0.0405,0.1303  66.98
2580.6,336177,0,2568.01,334482,0,2541.3,4 0.0386,0.1301  67.74
2582.25,336506,0,2587.34,334798,0,2520.5,2 0.0354,0.1299  68.54
2583.9,336864,0,2602.9,335100,0,2522.7,4 0.0338,0.1297  69.28
2585.55,337240,0,2623.91,335401,0,2529.5,8 0.0310,0.1295  69.72
2587.2,337651,0,2672.75,335713,0,2539.2,3 0.0284,0.1294  70.11
2588.85,338100,0,2764.48,336021,0,2556.9,7 0.0256,0.1293  70.04
2590.5,338598,0,2809.41,336345,0,2579.8,2 0.0241,0.1292  69.80
2592.15,339129,0,2901.44,336698,0,2596.2,9 0.0230,0.1290  69.47
2593.8,339684,0,2993.35,337078,0,2611.3,4 0.0209,0.1289  67.74
2595.45,340295,0,3045.73,337531,0,2646.3,9 0.0187,0.1288  65.69
2597.1,340980,0,3062.17,338043,0,2759.3,9 0.0173,0.1286  63.78
2598.75,341724,0,3088.94,338614,0,2810.8,2 0.0157,0.1283  61.84
2600.4,342540,0,3113.08,339234,0,2920,0 0.0134,0.1281  59.73
2602.05,343501,0,2917.13,339906,0,3029.6,0 0.0130,0.1278  57.87
2603.7,344496,0,2876.17,340649,0,3060.3,5 0.0137,0.1276  56.20
2605.35,345439,0,2868.95,341467,0,3064.8,3 0.0138,0.1273  54.55
2607,346378,0,2960.53,342370,0,3149.7,1 0.0143,0.1271  52.79
2608.65,347288,0,3017.53,343438,0,2919.7,2 0.0146,0.1268  51.20
2610.3,348182,0,3160.06,344557,0,2873.6,5 0.0148,0.1265  49.93
2611.95,349061,0,3277.8,345600,0,2868.1,0 0.0151,0.1263  50.07
2613.6,349928,0,3368.69,346529,0,2978.5,1 0.0156,0.1262  50.45
2615.25,350764,0,3471.47,347414,0,3024,4 0.0159,0.1260  51.40
2616.9,351585,0,3542.99,348247,0,3171.6,4 0.0155,0.1258  51.73
2618.55,352431,0,3658.22,349108,0,3284,3 0.0152,0.1257  52.03
2620.2,353292,0,3708.44,349959,0,3371.9,3 0.0154,0.1255  52.21
2621.85,354149,0,3751.15,350787,0,3474.3,7 0.0156,0.1252  52.32
2623.5,354995,0,3773.39,351610,0,3545.1,6 0.0155,0.1250  52.31
2625.15,355847,0,3922.61,352463,0,3662.6,4 0.0139,0.1248  51.76
2626.8,356800,0,3880.39,353366,0,3712.5,1 0.0141,0.1246  51.34
2628.45,357742,0,3919.52,354254,0,3756.3,6 0.0141,0.1244  52.23
2630.1,358680,0,3881.31,355049,0,3774.6,3 0.0137,0.1241  53.61
2631.75,359648,0,3872.17,355819,0,3924.1,7 0.0141,0.1238  54.84
2633.4,360592,0,3888.67,356690,0,3875.5,6 0.0146,0.1234  53.93
2635.05,361506,0,3932.1,357712,0,3920.7,5 0.0146,0.1229  52.70
2636.7,362428,0,3989.36,358752,0,3878.3,8 0.0153,0.1225  51.47
2638.35,363309,0,4053.4,359818,0,3871,0 0.0156,0.1220  50.28
2640,364176,0,4154.06,360850,0,3894.5,8 0.0158,0.1215  49.20
2641.65,365036,0,4277.59,361854,0,3952,4 0.0148,0.1210  47.93
2643.3,365958,0,4395.66,362856,0,4017.2,2 0.0155,0.1206  46.85
2644.95,366839,0,4502.52,363809,0,4093.2,9 0.0152,0.1201  45.94
2646.6,367741,0,4582.92,364741,0,4247.6,0 0.0157,0.1196  46.89
2648.25,368620,0,4657.1,365590,0,4333.8,4 0.0151,0.1190  48.19
2649.9,369535,0,4677.78,366419,0,4473.1,6 0.0153,0.1184  49.34
2651.55,370446,0,4691.8,367253,0,4531.4,4 0.0161,0.1178  50.84
2653.2,371314,0,4736.24,368066,0,4617.2,5 0.0170,0.1172  52.27
2654.85,372141,0,4762.72,368884,0,4676,5 0.0171,0.1165  52.26
2656.5,372968,0,4767.81,369818,0,4678.5,3 0.0187,0.1159  51.66
2658.15,373727,0,4775.85,370768,0,4698.6,0 0.0173,0.1151  50.86
2659.8,374554,0,4773.6,371688,0,4761.9,9 0.0153,0.1142  50.30
2661.45,375499,0,4747.64,372570,0,4763.4,1 0.0153,0.1131  49.97
2663.1,376450,0,4707.44,373403,0,4772.6,4 0.0161,0.1121  49.91
2664.75,377362,0,4661.02,374231,0,4780.8,3 0.0167,0.1112  49.86
2666.4,378249,0,4615.83,375158,0,4760.1,1 0.0169,0.1103  49.68
2668.05,379137,0,4566.67,376146,0,4724,3 0.0178,0.1094  50.47
2669.7,379986,0,4528.89,377047,0,4674.8,7 0.0190,0.1085  51.79
2671.35,380787,0,4489.87,377889,0,4637.8,5 0.0191,0.1077  53.01
2673,381592,0,4424.66,378729,0,4586.4,9 0.0200,0.1069  54.23
2674.65,382364,0,4346.88,379549,0,4546.6,4 0.0190,0.1063  55.36
2676.3,383182,0,4255.31,380334,0,4514.7,4 0.0180,0.1056  55.96
2677.95,384048,0,4179.98,381125,0,4471.3,1 0.0179,0.1050  56.16
2679.6,384928,0,4138.97,381922,0,4391.6,2 0.0193,0.1044  56.70
2681.25,385745,0,4101.83,382702,0,4312.6,2 0.0200,0.1038  57.09
2682.9,386542,0,4032.55,383536,0,4212.9,7 0.0213,0.1032  57.74
2684.55,387292,0,3926.49,384389,0,4158,1 0.0191,0.1027  57.94
2686.2,388133,0,3830.51,385251,0,4127.5,7 0.0174,0.1021  59.11
2687.85,389061,0,3736.58,386017,0,4087.6,8 0.0163,0.1016  60.58
2689.5,390060,0,3661.53,386744,0,4011.2,9 0.0176,0.1011  61.34
2691.15,390987,0,3629.69,387494,0,3895.3,0 0.0182,0.1007  59.64
2692.8,391885,0,3618.32,388467,0,3796.6,8 0.0189,0.1003  57.71
2694.45,392756,0,3615.67,389552,0,3686.8,0 0.0204,0.0999  57.58
2696.1,393565,0,3623.59,390535,0,3637.8,8 0.0221,0.0996  58.31
2697.75,394316,0,3635,391420,0,3621.8,5 0.0228,0.0991  58.92
2699.4,395048,0,3656.45,392288,0,3615.2,5 0.0246,0.0986  59.43
2701.05,395727,0,3671.37,393118,0,3615.9,9 0.0246,0.0982  59.97
2702.7,396411,0,3684.83,393888,0,3629,6 0.0260,0.0978  61.02
2704.35,397059,0,3700.24,394595,0,3638.8,7 0.0271,0.0974  63.42
2706,397684,0,3725.24,395221,0,3663.1,8 0.0277,0.0971  65.72
2707.65,398298,0,3735.28,395819,0,3672.8,5 0.0269,0.0967  66.34
2709.3,398932,0,3753.36,396483,0,3686.2,9 0.0285,0.0964  66.60
2710.95,399532,0,3759,397126,0,3701.8,6 0.0286,0.0962  66.47
2712.6,400131,0,3773.64,397762,0,3728.4,9 0.0308,0.0959  66.59
2714.25,400690,0,3779.05,398380,0,3736.3,3 0.0303,0.0956  66.64
2715.9,401259,0,3788.54,399016,0,3755.9,6 0.0322,0.0952  66.64
2717.55,401797,0,3795.04,399625,0,3759.5,5 0.0326,0.0947  66.54
2719.2,402331,0,3795.34,400231,0,3776.4,5 0.0328,0.0942  66.45
2720.85,402866,0,3797.51,400808,0,3779.7,2 0.0344,0.0936  67.26
2722.5,403378,0,3798.42,401359,0,3790.5,0 0.0340,0.0928  68.29
2724.15,403901,0,3797.65,401881,0,3795.9,2 0.0336,0.0921  69.19
2725.8,404434,0,3792.42,402404,0,3795.2,4 0.0333,0.0912  69.26
2727.45,404977,0,3782.42,402953,0,3797.9,4 0.0342,0.0905  69.00
2729.1,405511,0,3772.72,403492,0,3798.5,5 0.0357,0.0897  69.03
2730.75,406026,0,3760.32,404034,0,3797.3,5 0.0343,0.0889  68.71
2732.4,406568,0,3745.03,404596,0,3790.4,3 0.0360,0.0880  68.61
2734.05,407088,0,3730.12,405158,0,3778.6,1 0.0353,0.0873  68.42
2735.7,407623,0,3715.1,405706,0,3769.4,6 0.0354,0.0863  68.10
2737.35,408163,0,3700.06,406264,0,3753.5,5 0.0340,0.0854  67.76
2739,408732,0,3684.41,406825,0,3737.8,2 0.0353,0.0844  67.66
2740.65,409286,0,3671.07,407376,0,3721.7,4 0.0346,0.0836  67.42
2742.3,409856,0,3658.25,407938,0,3706.6,6 0.0332,0.0826  67.12
2743.95,410457,0,3646.45,408526,0,3689.4,2 0.0326,0.0816  66.89
2745.6,411077,0,3636.52,409115,0,3675.1,0 0.0326,0.0811  66.67
2747.25,411700,0,3639.46,409697,0,3661.4,1 0.0305,0.0802  65.60
2748.9,412374,0,3627.2,410344,0,3648.5,4 0.0297,0.0795  64.32
2750.55,413072,0,3618.03,411015,0,3636.1,8 0.0305,0.0790  63.15
2752.2,413756,0,3608.38,411685,0,3639.7,5 0.0296,0.0778  62.47
2753.85,414472,0,3597.09,412412,0,3626.5,1 0.0293,0.0773  61.88
2755.5,415200,0,3584.32,413141,0,3617.1,4 0.0296,0.0762  61.78
2757.15,415931,0,3570.45,413860,0,3606.8,8 0.0297,0.0757  62.53
2758.8,416665,0,3557.74,414566,0,3595.5,8 0.0306,0.0743  63.38
2760.45,417392,0,3547.23,415305,0,3582.4,4 0.0302,0.0733  63.55
2762.1,418136,0,3535.62,416060,0,3567.9,9 0.0290,0.0725  63.34
2763.75,418920,0,3526.23,416823,0,3555,6 0.0294,0.0714  63.20
2765.4,419706,0,3519.38,417589,0,3544.5,1 0.0283,0.0707  63.12
2767.05,420530,0,3520.25,418367,0,3531.8,6 0.0281,0.0699  62.98
2768.7,421371,0,3525.88,419182,0,3523.5,6 0.0260,0.0691  62.65
2770.35,422290,0,3537.62,420015,0,3516.9,1 0.0258,0.0684  62.73
2772,423224,0,3544.62,420867,0,3522.4,4 0.0251,0.0673  62.65
2773.65,424199,0,3545.21,421780,0,3528.6,7 0.0279,0.0664  62.89
2775.3,425090,0,3560.67,422728,0,3545.3,0 0.0303,0.0653  63.02
2776.95,425924,0,3599.94,423717,0,3543.9,4 0.0268,0.0644  62.49
2778.6,426881,0,3669.19,424698,0,3546.5,2 0.0240,0.0635  61.92
2780.25,427965,0,3770.63,425605,0,3579.2,2 0.0207,0.0626  60.99
2781.9,429236,0,3940.97,426580,0,3642.4,7 0.0176,0.0616  59.51
2783.55,430760,0,4456.3,427723,0,3743.8,0 0.0139,0.0612  56.63
2785.2,432701,0,4474.33,429109,0,3897.4,3 0.0118,0.0617  53.74
2786.85,434965,0,4443.51,430744,0,4456.1,4 0.0118,0.0624  52.34
2788.5,437204,0,4269.83,432751,0,4474.8,0 0.0114,0.0625  51.79
2790.15,439508,0,3976.26,435047,0,4442.3,4 0.0114,0.0623  50.93
2791.8,441836,0,3639.69,437385,0,4255.3,8 0.0109,0.0621  50.40
2793.45,444272,0,3446.51,439752,0,3944.3,1 0.0120,0.0621  49.95
2795.1,446488,0,3395.37,442129,0,3597,0 0.0135,0.0624  49.81
2796.75,448450,0,3352.76,444528,0,3428.5,3 0.0152,0.0625  50.85
2798.4,450182,0,3353.81,446633,0,3392.9,2 0.0158,0.0629  51.83
2800.05,451845,0,3346.01,448493,0,3351.7,9 0.0173,0.0633  52.75
2801.7,453354,0,3282.04,450140,0,3353.9,4 0.0165,0.0635  53.20
2803.35,454929,0,3097.56,451767,0,3348.9,6 0.0158,0.0636  53.45
2805,456566,0,2985.72,453261,0,3293,2 0.0165,0.0636  52.42
2806.65,458142,0,3075.05,454894,0,3099.9,4 0.0168,0.0639  51.09
2808.3,459680,0,3161.6,456602,0,2983.2,6 0.0162,0.0642  49.97
2809.95,461265,0,3117,458228,0,3080.1,9 0.0145,0.0646  49.84
2811.6,463021,0,3027.4,459759,0,3165.9,8 0.0150,0.0647  50.11
2813.25,464724,0,2990.97,461324,0,3115,7 0.0159,0.0651  50.89
2814.9,466320,0,2929.74,463005,0,3027.7,3 0.0150,0.0654  51.88
2816.55,467998,0,2819.71,464629,0,2994.2,7 0.0137,0.0656  53.34
2818.2,469841,0,2694.99,466129,0,2942.1,0 0.0138,0.0653  54.59
2819.85,471668,0,2630.77,467726,0,2838.8,4 0.0157,0.0655  55.05
2821.5,473269,0,2636.83,469502,0,2713.9,1 0.0191,0.0656  56.16
2823.15,474583,0,2541.3,471243,0,2616.8,2 0.0177,0.0658  57.24
2824.8,475999,0,2472.81,472816,0,2668.4,8 0.0156,0.0662  58.72
2826.45,477602,0,2439.64,474116,0,2577.6,0 0.0185,0.0666  59.59
2828.1,478941,0,2403.25,475427,0,2475.7,2 0.0187,0.0668  58.99
2829.75,480262,0,2387.56,476978,0,2467.8,4 0.0167,0.0670  58.07
2831.4,481741,0,2333.49,478463,0,2400.7,3 0.0179,0.0672  57.66
2833.05,483113,0,2307.94,479800,0,2407.7,7 0.0191,0.0675  57.39
2834.7,484397,0,2293.64,481229,0,2345.2,3 0.0199,0.0677  57.76
2836.35,485621,0,2289.94,482606,0,2313.6,8 0.0208,0.0680  59.56
2838,486784,0,2288.19,483812,0,2300,4 0.0211,0.0684  61.34
2839.65,487926,0,2281.93,484957,0,2287.5,1 0.0227,0.0688  62.82
2841.3,488984,0,2285.92,486063,0,2291.5,6 0.0241,0.0692  63.97
2842.95,489972,0,2292.99,487149,0,2286.4,9 0.0237,0.0694  64.56
2844.6,490975,0,2306.09,488227,0,2280.1,7 0.0235,0.0695  63.12
2846.25,491987,0,2320.05,489322,0,2288.4,8 0.0221,0.0695  61.12
2847.9,493059,0,2331.29,490398,0,2295.9,4 0.0215,0.0695  59.74
2849.55,494161,0,2344.83,491464,0,2314.6,9 0.0214,0.0695  59.43
2851.2,495272,0,2357.08,492519,0,2325.5,0 0.0209,0.0697  59.13
2852.85,496406,0,2364.99,493613,0,2337.2,2 0.0211,0.0699  59.73
2854.5,497526,0,2378.98,494683,0,2352,7 0.0208,0.0701  60.77
2856.15,498658,0,2399.49,495745,0,2361.1,0 0.0209,0.0703  61.67
2857.8,499780,0,2420.23,496823,0,2367.4,4 0.0205,0.0705  60.81
2859.45,500919,0,2438.15,497980,0,2386.4,3 0.0200,0.0707  59.61
2861.1,502084,0,2467,499159,0,2409.1,4 0.0200,0.0708  58.74
2862.75,503249,0,2493.17,500326,0,2429.9,7 0.0203,0.0709  58.55
2864.4,504397,0,2503.56,501484,0,2445.9,4 0.0204,0.0709  58.36
2866.05,505539,0,2527.26,502659,0,2487.2,2 0.0187,0.0708  58.34
2867.7,506785,0,2543.79,503820,0,2498.9,4 0.0195,0.0707  59.05
2869.35,507984,0,2572.41,504932,0,2507.8,6 0.0196,0.0708  59.59
2871,509170,0,2599.38,506092,0,2544.9,4 0.0177,0.0709  59.14
2872.65,510488,0,2615.84,507335,0,2542.8,8 0.0183,0.0711  58.75
2874.3,511757,0,2619.01,508542,0,2597.8,0 0.0183,0.0712  58.33
2875.95,513025,0,2600.39,509808,0,2600.9,8 0.0188,0.0712  58.18
2877.6,514257,0,2583.09,511110,0,2629.4,4 0.0193,0.0711  58.11
2879.25,515459,0,2553.64,512387,0,2608.8,4 0.0197,0.0709  58.04
2880.9,516641,0,2529.55,513648,0,2592.1,5 0.0210,0.0708  58.05
2882.55,517754,0,2520.84,514870,0,2573.9,6 0.0205,0.0706  57.95
2884.2,518895,0,2522.38,516074,0,2532.4,2 0.0216,0.0704  59.09
2885.85,519979,0,2539.56,517175,0,2526.8,5 0.0218,0.0701  60.30
2887.5,521059,0,2567.21,518256,0,2515.6,2 0.0220,0.0698  61.05
2889.15,522137,0,2620.5,519349,0,2527.1,8 0.0221,0.0695  60.56
2890.8,523211,0,2679.05,520466,0,2549.1,3 0.0215,0.0690  59.82
2892.45,524324,0,2731.63,521595,0,2583.5,2 0.0209,0.0686  59.35
2894.1,525473,0,2794.32,522708,0,2659.4,9 0.0198,0.0683  59.05
2895.75,526691,0,2835.66,523829,0,2703,3 0.0196,0.0681  59.02
2897.4,527925,0,2839.28,524973,0,2769.2,1 0.0198,0.0678  59.88
2899.05,529151,0,2843.35,526128,0,2827.2,1 0.0196,0.0677  60.85
2900.7,530393,0,2872.77,527312,0,2844.9,9 0.0199,0.0677  60.95
2902.35,531622,0,2923.95,528539,0,2833.5,5 0.0203,0.0677  58.93
2904,532821,0,3002.67,529872,0,2854.9,0 0.0179,0.0679  56.46
2905.65,534180,0,3126.36,531226,0,2901.3,3 0.0148,0.0680  54.21
2907.3,535823,0,3241.73,532541,0,2976.5,1 0.0134,0.0681  52.38
2908.95,537631,0,3281.13,533958,0,3109.3,0 0.0140,0.0684  51.06
2910.6,539349,0,3313.47,535632,0,3237.9,6 0.0144,0.0688  51.50
2912.25,541010,0,3236.47,537366,0,3272.1,4 0.0143,0.0695  52.23
2913.9,542668,0,3138.49,539008,0,3327.9,0 0.0132,0.0703  52.53
2915.55,544440,0,3051.78,540613,0,3259.9,9 0.0135,0.0715  52.40
2917.2,546144,0,2967.58,542218,0,3165,6 0.0140,0.0730  52.39
2918.85,547756,0,2880.22,543875,0,3067.3,3 0.0140,0.0749  53.26
2920.5,549331,0,2800.4,545434,0,3024.4,5 0.0151,0.0770  54.79
2922.15,550750,0,2782.36,546856,0,2910.5,4 0.0163,0.0793  54.97
2923.8,552026,0,2723.97,548322,0,2861.1,6 0.0179,0.0813  54.92
2925.45,553161,0,2650.51,549746,0,2775.4,3 0.0175,0.0836  54.77
2927.1,554287,0,2581.51,551036,0,2784.3,3 0.0169,0.0866  55.39
2928.75,555412,0,2546.91,552131,0,2717.5,5 0.0193,0.0897  58.14
2930.4,556367,0,2553.71,552980,0,2661.7,7 0.0214,0.0924  60.90
2932.05,557202,0,2633.59,553824,0,2609.1,8 0.0228,0.0948  61.14
